timestamp,value
1985-07-11,2779.0
1985-07-12,2554.0
1985-07-13,0.0
1985-07-14,0.0
1985-07-15,1920.0
1985-07-16,2241.0
1985-07-17,1904.0
1985-07-18,1011.0
1985-07-19,1441.0
1985-07-20,0.0
1985-07-21,0.0
1985-07-22,1737.0
1985-07-23,2326.0
1985-07-24,2743.0
1985-07-25,2602.0
1985-07-26,1175.0
1985-07-27,0.0
1985-07-28,0.0
1985-07-29,1016.0
1985-07-30,2555.0
1985-07-31,1400.0
1985-08-01,1238.0
1985-08-02,1488.0
1985-08-03,0.0
1985-08-04,0.0
1985-08-05,1979.0
1985-08-06,2287.0
1985-08-07,2083.0
1985-08-08,1618.0
1985-08-09,3389.0
1985-08-10,0.0
1985-08-11,0.0
1985-08-12,2511.0
1985-08-13,2953.0
1985-08-14,2305.0
1985-08-15,1241.0
1985-08-16,1315.0
1985-08-17,0.0
1985-08-18,0.0
1985-08-19,1394.0
1985-08-20,1940.0
1985-08-21,1890.0
1985-08-22,2076.0
1985-08-23,1294.0
1985-08-24,0.0
1985-08-25,0.0
1985-08-26,2611.0
1985-08-27,2627.0
1985-08-28,1995.0
1985-08-29,1347.0
1985-08-30,967.0
1985-08-31,0.0
1985-09-01,0.0
1985-09-02,0.0
1985-09-03,1749.0
1985-09-04,2359.0
1985-09-05,1932.0
1985-09-06,1419.0
1985-09-07,0.0
1985-09-08,0.0
1985-09-09,1384.0
1985-09-10,1630.0
1985-09-11,4912.0
1985-09-12,2759.0
